Move,Score,Matrix,Previous_Move,Largest_Tile
1,0,"[0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up,4
2,0,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 4, 0]",down,4
3,0,"[0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0]",left,4
4,4,"[4, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",up,4
5,12,"[8, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0]",left,8
6,12,"[8, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up,8
7,16,"[0, 0, 8, 4, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2]",right,8
8,18,"[0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 2, 0, 0, 8, 4]",down,8
9,22,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 4, 0, 0, 8, 4]",right,8
10,30,"[0, 2, 8, 8, 0, 0, 0, 4, 0, 2, 0, 0, 0, 0, 0, 0]",up,8
11,46,"[0, 0, 2, 16, 0, 0, 0, 4, 0, 0, 2, 2, 0, 0, 0, 0]",right,16
12,48,"[0, 0, 4, 0, 0, 0, 0, 16, 0, 0, 0, 4, 0, 0, 4, 2]",down,16
13,56,"[0, 0, 8, 16, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 2, 0]",up,16
14,56,"[0, 0, 8, 16, 0, 0, 2, 4, 0, 0, 0, 2, 0, 0, 2, 0]",up,16
15,60,"[0, 0, 8, 16, 0, 2, 4, 4, 0, 0, 0, 2, 0, 0, 0, 0]",up,16
16,68,"[8, 16, 0, 2, 2, 8, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",left,16
17,72,"[8, 16, 0, 2, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up,16
18,74,"[0, 0, 0, 0, 0, 0, 2, 0, 8, 16, 0, 0, 4, 8, 0, 4]",down,16
19,74,"[0, 0, 2, 0, 2, 0, 0, 0, 8, 16, 0, 0, 4, 8, 4, 0]",left,16
20,74,"[2, 0, 0, 2, 2, 0, 0, 0, 8, 16, 0, 0, 4, 8, 4, 0]",left,16
21,78,"[0, 0, 0, 4, 0, 0, 2, 2, 0, 0, 8, 16, 0, 4, 8, 4]",right,16
22,82,"[4, 0, 0, 0, 4, 0, 0, 0, 8, 16, 0, 0, 4, 8, 4, 2]",left,16
23,86,"[0, 0, 0, 0, 8, 0, 0, 0, 8, 16, 0, 2, 4, 8, 4, 2]",down,16
24,106,"[16, 16, 4, 4, 4, 8, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up,16
25,146,"[32, 8, 0, 0, 4, 8, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0]",left,32
26,150,"[2, 0, 32, 8, 0, 0, 4, 8, 0, 0, 0, 4, 0, 0, 0, 0]",right,32
27,158,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 32, 16, 2, 0, 4, 4]",down,32
28,166,"[0, 0, 0, 4, 2, 0, 0, 0, 32, 16, 0, 0, 2, 8, 0, 0]",left,32
29,166,"[2, 16, 0, 4, 32, 8, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]",up,32
30,166,"[2, 16, 4, 0, 32, 8, 2, 0, 2, 0, 0, 0, 0, 0, 2, 0]",left,32
31,170,"[2, 16, 4, 0, 32, 8, 4, 0, 2, 2, 0, 0, 0, 0, 0, 0]",up,32
