Move,Score,Matrix,Previous_Move,Largest_Tile
1,0,"[0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,2
2,4,"[2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",right,4
3,4,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4]",down,4
4,4,"[2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0]",left,4
5,8,"[4, 4, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",up,4
6,16,"[0, 0, 8, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0]",right,8
7,20,"[0, 0, 8, 4, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0]",up,8
8,24,"[0, 0, 8, 4, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0]",up,8
9,32,"[0, 0, 8, 8, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up,8
10,48,"[2, 0, 0, 16, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0]",right,16
11,52,"[2, 2, 0, 16, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]",up,16
12,56,"[0, 0, 4, 16, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0]",right,16
13,56,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 16, 2, 0, 4, 4]",down,16
14,64,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 16, 0, 0, 2, 8]",right,16
15,68,"[0, 0, 4, 2, 0, 0, 0, 16, 0, 0, 0, 8, 0, 2, 0, 0]",up,16
16,68,"[0, 0, 4, 2, 0, 2, 0, 16, 0, 0, 0, 8, 0, 0, 0, 2]",right,16
17,68,"[0, 0, 4, 2, 0, 0, 2, 16, 0, 0, 0, 8, 0, 2, 0, 2]",right,16
18,72,"[0, 0, 4, 2, 4, 0, 2, 16, 0, 0, 0, 8, 0, 0, 0, 4]",right,16
19,72,"[2, 0, 0, 2, 0, 0, 0, 16, 0, 0, 4, 8, 4, 0, 2, 4]",down,16
20,76,"[0, 0, 0, 4, 0, 0, 0, 16, 0, 2, 4, 8, 0, 4, 2, 4]",right,16
21,76,"[0, 2, 4, 4, 2, 4, 2, 16, 0, 0, 0, 8, 0, 0, 0, 4]",up,16
22,84,"[0, 0, 2, 8, 2, 4, 2, 16, 0, 0, 0, 8, 0, 2, 0, 4]",right,16
23,88,"[2, 4, 4, 8, 0, 2, 0, 16, 0, 2, 0, 8, 0, 0, 0, 4]",up,16
24,96,"[0, 2, 8, 8, 0, 0, 2, 16, 0, 2, 2, 8, 0, 0, 0, 4]",right,16
25,116,"[0, 0, 2, 16, 0, 0, 2, 16, 0, 2, 4, 8, 0, 0, 0, 4]",right,16
26,152,"[0, 2, 4, 32, 0, 2, 4, 8, 0, 0, 0, 4, 0, 0, 0, 0]",up,32
27,164,"[0, 4, 8, 32, 0, 0, 0, 8, 0, 0, 0, 4, 0, 0, 2, 0]",up,32
28,164,"[0, 4, 8, 32, 0, 2, 2, 8, 0, 0, 0, 4, 0, 0, 0, 0]",up,32
29,168,"[0, 4, 8, 32, 0, 0, 4, 8, 0, 0, 0, 4, 0, 2, 0, 0]",right,32
30,168,"[4, 8, 32, 0, 4, 8, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0]",left,32
31,192,"[8, 16, 32, 0, 4, 2, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0]",up,32
32,192,"[8, 16, 32, 0, 4, 2, 4, 0, 2, 0, 2, 0, 0, 0, 0, 0]",left,32
33,196,"[0, 8, 16, 32, 0, 4, 2, 4, 0, 0, 4, 4, 0, 0, 0, 0]",right,32
34,204,"[2, 8, 16, 32, 0, 4, 2, 8, 0, 0, 4, 0, 0, 0, 0, 0]",up,32
35,204,"[2, 8, 16, 32, 0, 4, 2, 8, 0, 0, 0, 4, 0, 0, 0, 2]",right,32
36,204,"[2, 0, 0, 32, 0, 0, 0, 8, 0, 8, 16, 4, 2, 4, 2, 2]",down,32
37,208,"[4, 8, 16, 32, 0, 4, 2, 8, 0, 2, 0, 4, 0, 0, 0, 2]",up,32
38,208,"[4, 8, 16, 32, 0, 4, 2, 8, 0, 0, 2, 4, 0, 0, 2, 2]",right,32
39,212,"[4, 8, 16, 32, 0, 4, 4, 8, 0, 0, 2, 4, 4, 0, 0, 2]",up,32
40,220,"[8, 8, 16, 32, 0, 4, 4, 8, 4, 0, 2, 4, 0, 0, 0, 2]",up,32
41,244,"[0, 16, 16, 32, 0, 0, 8, 8, 0, 4, 2, 4, 0, 2, 0, 2]",right,32
42,296,"[0, 0, 32, 32, 0, 0, 0, 16, 0, 4, 2, 4, 2, 0, 0, 4]",right,32
43,360,"[0, 0, 0, 64, 0, 2, 0, 16, 0, 4, 2, 4, 0, 0, 2, 4]",right,64
44,372,"[0, 2, 4, 64, 0, 4, 0, 16, 0, 0, 2, 8, 0, 0, 0, 0]",up,64
45,372,"[0, 0, 0, 2, 0, 0, 0, 64, 0, 2, 4, 16, 0, 4, 2, 8]",down,64
46,372,"[0, 2, 4, 2, 2, 4, 2, 64, 0, 0, 0, 16, 0, 0, 0, 8]",up,64
47,372,"[2, 2, 4, 2, 0, 4, 2, 64, 0, 2, 0, 16, 0, 0, 0, 8]",up,64
48,376,"[0, 4, 4, 2, 0, 4, 2, 64, 0, 2, 2, 16, 0, 0, 0, 8]",right,64
49,388,"[0, 8, 4, 2, 2, 2, 4, 64, 0, 0, 0, 16, 0, 0, 0, 8]",up,64
50,396,"[2, 8, 8, 2, 0, 2, 0, 64, 0, 4, 0, 16, 0, 0, 0, 8]",up,64
51,412,"[0, 2, 16, 2, 0, 0, 2, 64, 0, 0, 4, 16, 0, 2, 0, 8]",right,64
52,416,"[0, 4, 16, 2, 2, 0, 2, 64, 0, 0, 4, 16, 0, 0, 0, 8]",up,64
53,420,"[0, 4, 16, 2, 0, 0, 4, 64, 0, 2, 4, 16, 0, 0, 0, 8]",right,64
54,428,"[0, 4, 16, 2, 0, 2, 8, 64, 0, 0, 2, 16, 0, 0, 0, 8]",up,64
55,428,"[0, 0, 0, 2, 0, 2, 16, 64, 0, 4, 8, 16, 0, 2, 2, 8]",down,64
56,432,"[0, 2, 0, 2, 0, 2, 16, 64, 0, 4, 8, 16, 0, 0, 4, 8]",right,64
57,434,"[0, 0, 0, 2, 0, 0, 16, 64, 0, 4, 8, 16, 2, 4, 4, 8]",down,64
58,442,"[2, 8, 16, 2, 0, 0, 8, 64, 0, 0, 4, 16, 2, 0, 0, 8]",up,64
59,446,"[4, 8, 16, 2, 2, 0, 8, 64, 0, 0, 4, 16, 0, 0, 0, 8]",up,64
60,446,"[0, 0, 2, 2, 0, 0, 16, 64, 4, 0, 8, 16, 2, 8, 4, 8]",down,64
61,450,"[0, 0, 0, 4, 4, 0, 16, 64, 0, 4, 8, 16, 2, 8, 4, 8]",right,64
62,450,"[4, 2, 0, 0, 4, 16, 64, 0, 4, 8, 16, 0, 2, 8, 4, 8]",left,64
63,474,"[8, 2, 64, 8, 4, 16, 16, 0, 2, 16, 4, 0, 0, 0, 4, 0]",up,64
64,514,"[8, 2, 64, 8, 4, 32, 16, 0, 2, 0, 8, 0, 0, 0, 0, 2]",up,64
65,514,"[8, 2, 64, 8, 0, 4, 32, 16, 0, 0, 2, 8, 2, 0, 0, 2]",right,64
66,518,"[8, 2, 64, 8, 0, 4, 32, 16, 0, 2, 2, 8, 0, 0, 0, 4]",right,64
67,522,"[8, 2, 64, 8, 0, 4, 32, 16, 2, 0, 4, 8, 0, 0, 0, 4]",right,64
68,522,"[0, 0, 2, 8, 0, 0, 64, 16, 8, 2, 32, 8, 2, 4, 4, 4]",down,64
69,530,"[0, 2, 2, 8, 0, 0, 64, 16, 8, 2, 32, 8, 0, 2, 4, 8]",right,64
70,550,"[8, 4, 2, 8, 0, 2, 64, 16, 0, 0, 32, 16, 0, 0, 4, 2]",up,64
71,582,"[8, 4, 2, 8, 0, 2, 64, 32, 2, 0, 32, 2, 0, 0, 4, 0]",up,64
72,582,"[8, 4, 2, 8, 2, 64, 32, 0, 2, 32, 2, 2, 4, 0, 0, 0]",left,64
73,584,"[0, 0, 0, 2, 8, 4, 2, 0, 4, 64, 32, 8, 4, 32, 2, 2]",down,64
74,592,"[8, 4, 2, 2, 8, 64, 32, 8, 2, 32, 2, 2, 0, 0, 0, 0]",up,64
75,608,"[16, 4, 2, 2, 2, 64, 32, 8, 0, 32, 2, 2, 0, 2, 0, 0]",up,64
76,616,"[0, 16, 4, 4, 2, 64, 32, 8, 0, 2, 32, 4, 0, 0, 0, 2]",right,64
77,680,"[2, 16, 4, 4, 0, 64, 64, 8, 0, 2, 0, 4, 0, 2, 0, 2]",up,64
78,820,"[0, 2, 16, 8, 0, 2, 128, 8, 0, 0, 2, 4, 0, 0, 0, 4]",right,128
79,848,"[0, 4, 16, 16, 0, 2, 128, 8, 0, 0, 2, 0, 0, 0, 0, 0]",up,128
80,880,"[0, 2, 4, 32, 0, 2, 128, 8, 0, 0, 0, 2, 0, 0, 0, 0]",right,128
81,884,"[0, 4, 4, 32, 0, 2, 128, 8, 0, 0, 0, 2, 0, 0, 0, 0]",up,128
82,892,"[0, 0, 8, 32, 0, 2, 128, 8, 0, 2, 0, 2, 0, 0, 0, 0]",right,128
83,896,"[0, 4, 8, 32, 0, 0, 128, 8, 0, 0, 0, 2, 0, 0, 2, 0]",up,128
84,896,"[0, 0, 0, 2, 0, 0, 8, 32, 0, 0, 128, 8, 0, 4, 2, 2]",down,128
85,900,"[2, 0, 0, 2, 0, 0, 8, 32, 0, 0, 128, 8, 0, 0, 4, 4]",right,128
86,912,"[0, 0, 2, 4, 0, 0, 8, 32, 0, 0, 128, 8, 0, 0, 0, 8]",right,128
87,928,"[2, 0, 2, 4, 0, 0, 8, 32, 0, 0, 128, 16, 0, 0, 0, 0]",up,128
88,932,"[2, 0, 4, 4, 0, 0, 8, 32, 0, 0, 128, 16, 0, 0, 0, 0]",right,128
89,940,"[2, 0, 2, 8, 0, 0, 8, 32, 0, 0, 128, 16, 0, 0, 0, 0]",right,128
90,944,"[2, 0, 4, 8, 0, 0, 8, 32, 0, 0, 128, 16, 0, 0, 0, 0]",right,128
91,944,"[2, 4, 8, 0, 8, 32, 0, 0, 128, 16, 0, 0, 0, 0, 2, 0]",left,128
92,944,"[0, 2, 4, 8, 0, 0, 8, 32, 0, 0, 128, 16, 0, 4, 0, 2]",right,128
93,944,"[2, 4, 8, 0, 8, 32, 0, 0, 128, 16, 0, 0, 4, 2, 0, 2]",left,128
94,948,"[0, 2, 4, 8, 0, 0, 8, 32, 0, 0, 128, 16, 2, 0, 4, 4]",right,128
95,956,"[0, 2, 4, 8, 0, 0, 8, 32, 0, 0, 128, 16, 2, 0, 2, 8]",right,128
